-------------- Solving ODE Using Forward Euler --------------

Time                    Calculated Values(V1)           Calculated Values(V2)
0.0000000108            1.4590327281                    3.7669798370
0.0000000110            1.4338520736                    3.7808806699
0.0000000112            1.4051750321                    3.7946045651
0.0000000114            1.3770715315                    3.8081696015
0.0000000116            1.3495301008                    3.8215763189
0.0000000118            1.3225394988                    3.8348252961
0.0000000120            1.2960887088                    3.8479171513
0.0000000122            1.2701669347                    3.8608525406
0.0000000124            1.2447635960                    3.8736321576
0.0000000126            1.2198683240                    3.8862567326
0.0000000128            1.1954709576                    3.8987270312
0.0000000130            1.1715615384                    3.9110438537
0.0000000132            1.1481303076                    3.9232080339
0.0000000134            1.1251677015                    3.9352204378
0.0000000136            1.1026643475                    3.9470819626
0.0000000138            1.0806110605                    3.9587935354
0.0000000140            1.0589988393                    3.9703561123
0.0000000142            1.0378188625                    3.9817706766
0.0000000144            1.0170624853                    3.9930382380
0.0000000146            0.9967212356                    4.0041598311
0.0000000148            0.9767868108                    4.0151365145
0.0000000150            0.9572510746                    4.0259693690
0.0000000152            0.9381060531                    4.0366594969
0.0000000154            0.9193439321                    4.0472080204
0.0000000156            0.9009570534                    4.0576160806
0.0000000158            0.8829379124                    4.0678848360
0.0000000160            0.8652791541                    4.0780154620
0.0000000162            0.8479735710                    4.0880091488
0.0000000164            0.8310140996                    4.0978671011
0.0000000166            0.8143938176                    4.1075905364
0.0000000168            0.7981059413                    4.1171806845
0.0000000170            0.7821438224                    4.1266387857
0.0000000172            0.7665009460                    4.1359660904
0.0000000174            0.7511709271                    4.1451638580
0.0000000176            0.7361475085                    4.1542333557
0.0000000178            0.7214245584                    4.1631758575
0.0000000180            0.7069960672                    4.1719926439
0.0000000182            0.6928561459                    4.1806850001
0.0000000184            0.6789990229                    4.1892542161
0.0000000186            0.6654190425                    4.1977015851
0.0000000188            0.6521106616                    4.2060284032
0.0000000190            0.6390684484                    4.2142359685
0.0000000192            0.6262870794                    4.2223255801
0.0000000194            0.6137613378                    4.2302985379
0.0000000196            0.6014861111                    4.2381561416
0.0000000198            0.5894563889                    4.2458996900
0.0000000200            0.5776672611                    4.2535304807
0.0000000202            0.5661139159                    4.2610498091
0.0000000204            0.5587916375                    4.2684589683
0.0000000206            0.5556158048                    4.2757452182
0.0000000208            0.5565034887                    4.2828964537
0.0000000210            0.5613734189                    4.2899011343
0.0000000212            0.5701459505                    4.2967482196
0.0000000214            0.5787430315                    4.3034271085
0.0000000216            0.5871681709                    4.3099417159
0.0000000218            0.5954248075                    4.3162958701
0.0000000220            0.6035163113                    4.3224933150
0.0000000222            0.6114459851                    4.3285377116
0.0000000224            0.6192170654                    4.3344326397
0.0000000226            0.6268327241                    4.3401815997
0.0000000228            0.6342960696                    4.3457880143
0.0000000230            0.6416101482                    4.3512552299
0.0000000232            0.6487779453                    4.3565865182
0.0000000234            0.6558023864                    4.3617850781
0.0000000236            0.6626863386                    4.3668540368
0.0000000238            0.6694326119                    4.3717964515
0.0000000240            0.6760439596                    4.3766153109
0.0000000242            0.6825230804                    4.3813135365
0.0000000244            0.6888726188                    4.3858939844
0.0000000246            0.6950951664                    4.3903594460
0.0000000248            0.7011932631                    4.3947126500
0.0000000250            0.7071693978                    4.3989562636
0.0000000252            0.7130260099                    4.4030928933
0.0000000254            0.7187654897                    4.4071250871
0.0000000256            0.7243901799                    4.4110553350
0.0000000258            0.7299023763                    4.4148860704
0.0000000260            0.7353043288                    4.4186196716
0.0000000262            0.7405982422                    4.4222584627
0.0000000264            0.7457862774                    4.4258047150
0.0000000266            0.7508705518                    4.4292606477
0.0000000268            0.7558531408                    4.4326284296
0.0000000270            0.7607360780                    4.4359101797
0.0000000272            0.7655213564                    4.4391079688
0.0000000274            0.7702109293                    4.4422238199
0.0000000276            0.7748067107                    4.4452597098
0.0000000278            0.7793105765                    4.4482175698
0.0000000280            0.7837243649                    4.4510992867
0.0000000282            0.7880498776                    4.4539067040
0.0000000284            0.7922888801                    4.4566416225
0.0000000286            0.7964431025                    4.4593058018
0.0000000288            0.8005142404                    4.4619009604
0.0000000290            0.8045039556                    4.4644287774
0.0000000292            0.8084138765                    4.4668908927
0.0000000294            0.8122455990                    4.4692889083
0.0000000296            0.8160006870                    4.4716243892
0.0000000298            0.8196806733                    4.4738988638
0.0000000300            0.8232870598                    4.4761138249
0.0000000302            0.8268213186                    4.4782707307
0.0000000304            0.8262848922                    4.4803710053
0.0000000306            0.8217591944                    4.4824311844
0.0000000308            0.8133240105                    4.4844671596
0.0000000310            0.8010575303                    4.4864941518
0.0000000312            0.7850363797                    4.4885266879
0.0000000314            0.7693356521                    4.4905785801
0.0000000316            0.7539489390                    4.4926479995
0.0000000318            0.7388699603                    4.4947331921
0.0000000320            0.7240925611                    4.4968324759
0.0000000322            0.7096107098                    4.4989442389
0.0000000324            0.6954184956                    4.5010669361
0.0000000326            0.6815101257                    4.5031990874
0.0000000328            0.6678799232                    4.5053392754
0.0000000330            0.6545223248                    4.5074861431
0.0000000332            0.6414318783                    4.5096383914
0.0000000334            0.6286032407                    4.5117947778
0.0000000336            0.6160311759                    4.5139541138
0.0000000338            0.6037105524                    4.5161152630
0.0000000340            0.5916363413                    4.5182771396
0.0000000342            0.5798036145                    4.5204387064
0.0000000344            0.5682075422                    4.5225989728
0.0000000346            0.5568433914                    4.5247569936
0.0000000348            0.5457065235                    4.5269118671
0.0000000350            0.5347923931                    4.5290627335
0.0000000352            0.5240965452                    4.5312087736
0.0000000354            0.5136146143                    4.5333492070
0.0000000356            0.5033423220                    4.5354832912
0.0000000358            0.4932754756                    4.5376103196
0.0000000360            0.4834099661                    4.5397296207
0.0000000362            0.4737417667                    4.5418405566
0.0000000364            0.4642669314                    4.5439425217
0.0000000366            0.4549815928                    4.5460349417
0.0000000368            0.4458819609                    4.5481172724
0.0000000370            0.4369643217                    4.5501889985
0.0000000372            0.4282250353                    4.5522496325
0.0000000374            0.4196605346                    4.5542987138
0.0000000376            0.4112673239                    4.5563358078
0.0000000378            0.4030419774                    4.5583605045
0.0000000380            0.3949811378                    4.5603724180
0.0000000382            0.3870815151                    4.5623711855
0.0000000384            0.3793398848                    4.5643564661
0.0000000386            0.3717530871                    4.5663279406
0.0000000388            0.3643180253                    4.5682853100
0.0000000390            0.3570316648                    4.5702282952
0.0000000392            0.3498910315                    4.5721566360
0.0000000394            0.3428932109                    4.5740700906
0.0000000396            0.3360353467                    4.5759684343
0.0000000398            0.3293146398                    4.5778514598
0.0000000400            0.3227283470                    4.5797189756
0.0000000402            0.3162737800                    4.5815708059
0.0000000404            0.3139483044                    4.5834067898
0.0000000406            0.3156693383                    4.5852136496
0.0000000408            0.3213559516                    4.5869786724
0.0000000410            0.3309288325                    4.5886896453
0.0000000412            0.3443102559                    4.5903347939
0.0000000414            0.3574240508                    4.5919027260
0.0000000416            0.3702755698                    4.5933957000
0.0000000418            0.3828700584                    4.5948159216
0.0000000420            0.3952126572                    4.5961655449
0.0000000422            0.4073084040                    4.5974466731
0.0000000424            0.4191622360                    4.5986613599
0.0000000426            0.4307789912                    4.5998116099
0.0000000428            0.4421634114                    4.6008993798
0.0000000430            0.4533201432                    4.6019265792
0.0000000432            0.4642537403                    4.6028950714
0.0000000434            0.4749686655                    4.6038066746
0.0000000436            0.4854692922                    4.6046631623
0.0000000438            0.4957599064                    4.6054662646
0.0000000440            0.5058447082                    4.6062176687
0.0000000442            0.5157278141                    4.6069190200
0.0000000444            0.5254132578                    4.6075719228
0.0000000446            0.5349049926                    4.6081779413
0.0000000448            0.5442068928                    4.6087386001
0.0000000450            0.5533227549                    4.6092553851
0.0000000452            0.5622562998                    4.6097297447
0.0000000454            0.5710111738                    4.6101630900
0.0000000456            0.5795909504                    4.6105567958
0.0000000458            0.5879991314                    4.6109122015
0.0000000460            0.5962391487                    4.6112306117
0.0000000462            0.6043143657                    4.6115132969
0.0000000464            0.6122280784                    4.6117614943
0.0000000466            0.6199835169                    4.6119764086
0.0000000468            0.6275838465                    4.6121592125
0.0000000470            0.6350321696                    4.6123110476
0.0000000472            0.6423315262                    4.6124330250
0.0000000474            0.6494848957                    4.6125262258
0.0000000476            0.6564951978                    4.6125917022
0.0000000478            0.6633652938                    4.6126304775
0.0000000480            0.6700979879                    4.6126435475
0.0000000482            0.6766960282                    4.6126318804
0.0000000484            0.6831621076                    4.6125964179
0.0000000486            0.6894988655                    4.6125380759
0.0000000488            0.6957088882                    4.6124577443
0.0000000490            0.7017947104                    4.6123562887
0.0000000492            0.7077588162                    4.6122345501
0.0000000494            0.7136036399                    4.6120933458
0.0000000496            0.7193315671                    4.6119334700
0.0000000498            0.7249449357                    4.6117556943
0.0000000500            0.7304460370                    4.6115607682
0.0000000502            0.7358371163                    4.6113494195
0.0000000504            0.7371203739                    4.6111223551
0.0000000506            0.7343779665                    4.6108950879
0.0000000508            0.7276904071                    4.6106825313
0.0000000510            0.7171365990                    4.6104989694
0.0000000512            0.7027938670                    4.6103580313
0.0000000514            0.6887379897                    4.6102726680
0.0000000516            0.6749632299                    4.6102405137
0.0000000518            0.6614639653                    4.6102592829
0.0000000520            0.6482346860                    4.6103267677
0.0000000522            0.6352699923                    4.6104408356
0.0000000524            0.6225645924                    4.6105994267
0.0000000526            0.6101133006                    4.6108005517
0.0000000528            0.5979110345                    4.6110422895
0.0000000530            0.5859528139                    4.6113227851
0.0000000532            0.5742337576                    4.6116402472
0.0000000534            0.5627490824                    4.6119929465
0.0000000536            0.5514941008                    4.6123792136
0.0000000538            0.5404642188                    4.6127974370
0.0000000540            0.5296549344                    4.6132460614
0.0000000542            0.5190618357                    4.6137235856
0.0000000544            0.5086805990                    4.6142285611
0.0000000546            0.4985069870                    4.6147595902
0.0000000548            0.4885368473                    4.6153153245
0.0000000550            0.4787661103                    4.6158944632
0.0000000552            0.4691907881                    4.6164957516
0.0000000554            0.4598069724                    4.6171179797
0.0000000556            0.4506108329                    4.6177599808
0.0000000558            0.4415986162                    4.6184206297
0.0000000560            0.4327666439                    4.6190988419
0.0000000562            0.4241113110                    4.6197935722
0.0000000564            0.4156290848                    4.6205038129
0.0000000566            0.4073165031                    4.6212285934
0.0000000568            0.3991701731                    4.6219669784
0.0000000570            0.3911867696                    4.6227180670
0.0000000572            0.3833630342                    4.6234809914
0.0000000574            0.3756957735                    4.6242549162
0.0000000576            0.3681818581                    4.6250390370
0.0000000578            0.3608182209                    4.6258325796
0.0000000580            0.3536018565                    4.6266347988
0.0000000582            0.3465298193                    4.6274449777
0.0000000584            0.3395992230                    4.6282624268
0.0000000586            0.3328072385                    4.6290864828
0.0000000588            0.3261510937                    4.6299165080
0.0000000590            0.3196280719                    4.6307518894
0.0000000592            0.3132355104                    4.6315920380
0.0000000594            0.3069708002                    4.6324363878
0.0000000596            0.3008313842                    4.6332843952
0.0000000598            0.2948147565                    4.6341355382
0.0000000600            0.2889184614                    4.6349893158
0.0000000602            0.2831400922                    4.6358452471
0.0000000604            0.2814772903                    4.6367028710
0.0000000606            0.2838477445                    4.6375487362
0.0000000608            0.2901707896                    4.6383699491
0.0000000610            0.3003673738                    4.6391541086
0.0000000612            0.3143600264                    4.6398892459
0.0000000614            0.3280728258                    4.6405637687
0.0000000616            0.3415113693                    4.6411796193
0.0000000618            0.3546811419                    4.6417386943
0.0000000620            0.3675875191                    4.6422428449
0.0000000622            0.3802357687                    4.6426938781
0.0000000624            0.3926310533                    4.6430935569
0.0000000626            0.4047784323                    4.6434436017
0.0000000628            0.4166828636                    4.6437456907
0.0000000630            0.4283492063                    4.6440014607
0.0000000632            0.4397822222                    4.6442125080
0.0000000634            0.4509865778                    4.6443803888
0.0000000636            0.4619668462                    4.6445066203
0.0000000638            0.4727275093                    4.6445926813
0.0000000640            0.4832729591                    4.6446400129
0.0000000642            0.4936074999                    4.6446500194
0.0000000644            0.5037353499                    4.6446240685
0.0000000646            0.5136606429                    4.6445634928
0.0000000648            0.5233874301                    4.6444695899
0.0000000650            0.5329196815                    4.6443436234
0.0000000652            0.5422612878                    4.6441868232
0.0000000654            0.5514160621                    4.6440003867
0.0000000656            0.5603877408                    4.6437854792
0.0000000658            0.5691799860                    4.6435432346
0.0000000660            0.5777963863                    4.6432747560
0.0000000662            0.5862404586                    4.6429811164
0.0000000664            0.5945156494                    4.6426633593
0.0000000666            0.6026253364                    4.6423224995
0.0000000668            0.6105728297                    4.6419595235
0.0000000670            0.6183613731                    4.6415753902
0.0000000672            0.6259941456                    4.6411710316
0.0000000674            0.6334742627                    4.6407473531
0.0000000676            0.6408047775                    4.6403052346
0.0000000678            0.6479886819                    4.6398455305
0.0000000680            0.6550289083                    4.6393690706
0.0000000682            0.6619283301                    4.6388766607
0.0000000684            0.6686897635                    4.6383690829
0.0000000686            0.6753159682                    4.6378470965
0.0000000688            0.6818096489                    4.6373114380
0.0000000690            0.6881734559                    4.6367628223
0.0000000692            0.6944099868                    4.6362019425
0.0000000694            0.7005217870                    4.6356294710
0.0000000696            0.7065113513                    4.6350460596
0.0000000698            0.7123811243                    4.6344523404
0.0000000700            0.7181335018                    4.6338489258
0.0000000702            0.7237708318                    4.6332364091
0.0000000704            0.7252954151                    4.6326153653
0.0000000706            0.7227895068                    4.6320011354
0.0000000708            0.7163337167                    4.6314084675
0.0000000710            0.7060070424                    4.6308514870
0.0000000712            0.6918869015                    4.6303436699
0.0000000714            0.6780491635                    4.6298978200
0.0000000716            0.6644881802                    4.6295114680
0.0000000718            0.6511984166                    4.6291822263
0.0000000720            0.6381744483                    4.6289077863
0.0000000722            0.6254109593                    4.6286859161
0.0000000724            0.6129027401                    4.6285144579
0.0000000726            0.6006446853                    4.6283913256
0.0000000728            0.5886317916                    4.6283145029
0.0000000730            0.5768591558                    4.6282820407
0.0000000732            0.5653219727                    4.6282920552
0.0000000734            0.5540155332                    4.6283427256
0.0000000736            0.5429352225                    4.6284322925
0.0000000738            0.5320765181                    4.6285590556
0.0000000740            0.5214349877                    4.6287213721
0.0000000742            0.5110062880                    4.6289176547
0.0000000744            0.5007861622                    4.6291463699
0.0000000746            0.4907704390                    4.6294060362
0.0000000748            0.4809550302                    4.6296952229
0.0000000750            0.4713359296                    4.6300125478
0.0000000752            0.4619092110                    4.6303566763
0.0000000754            0.4526710268                    4.6307263196
0.0000000756            0.4436176062                    4.6311202332
0.0000000758            0.4347452541                    4.6315372156
0.0000000760            0.4260503490                    4.6319761071
0.0000000762            0.4175293421                    4.6324357880
0.0000000764            0.4091787552                    4.6329151781
0.0000000766            0.4009951801                    4.6334132345
0.0000000768            0.3929752765                    4.6339289514
0.0000000770            0.3851157710                    4.6344613582
0.0000000772            0.3774134556                    4.6350095185
0.0000000774            0.3698651864                    4.6355725295
0.0000000776            0.3624678827                    4.6361495203
0.0000000778            0.3552185251                    4.6367396513
0.0000000780            0.3481141546                    4.6373421131
0.0000000782            0.3411518715                    4.6379561255
0.0000000784            0.3343288340                    4.6385809366
0.0000000786            0.3276422574                    4.6392158218
0.0000000788            0.3210894122                    4.6398600832
0.0000000790            0.3146676240                    4.6405130484
0.0000000792            0.3083742715                    4.6411740700
0.0000000794            0.3022067861                    4.6418425247
0.0000000796            0.2961626503                    4.6425178123
0.0000000798            0.2902393973                    4.6431993552
0.0000000800            0.2844346094                    4.6438865979
0.0000000802            0.2787459172                    4.6445790056
0.0000000804            0.2771709989                    4.6452760643
0.0000000806            0.2796275789                    4.6459642870
0.0000000808            0.2860350273                    4.6466307434
0.0000000810            0.2963143268                    4.6472629952
0.0000000812            0.3103880402                    4.6478490356
0.0000000814            0.3241802794                    4.6483772340
0.0000000816            0.3376966738                    4.6488494794
0.0000000818            0.3509427403                    4.6492676159
0.0000000820            0.3639238855                    4.6496334436
0.0000000822            0.3766454078                    4.6499487193
0.0000000824            0.3891124997                    4.6502151570
0.0000000826            0.4013302497                    4.6504344290
0.0000000828            0.4133036447                    4.6506081663
0.0000000830            0.4250375718                    4.6507379596
0.0000000832            0.4365368204                    4.6508253599
0.0000000834            0.4478060839                    4.6508718793
0.0000000836            0.4588499623                    4.6508789915
0.0000000838            0.4696729630                    4.6508481329
0.0000000840            0.4802795038                    4.6507807028
0.0000000842            0.4906739137                    4.6506780647
0.0000000844            0.5008604354                    4.6505415465
0.0000000846            0.5108432267                    4.6503724415
0.0000000848            0.5206263622                    4.6501720089
0.0000000850            0.5302138349                    4.6499414746
0.0000000852            0.5396095582                    4.6496820317
0.0000000854            0.5488173671                    4.6493948415
0.0000000856            0.5578410197                    4.6490810338
0.0000000858            0.5666841993                    4.6487417077
0.0000000860            0.5753505153                    4.6483779323
0.0000000862            0.5838435050                    4.6479907472
0.0000000864            0.5921666349                    4.6475811633
0.0000000866            0.6003233022                    4.6471501632
0.0000000868            0.6083168362                    4.6466987019
0.0000000870            0.6161504995                    4.6462277075
0.0000000872            0.6238274895                    4.6457380818
0.0000000874            0.6313509397                    4.6452307005
0.0000000876            0.6387239209                    4.6447064144
0.0000000878            0.6459494425                    4.6441660494
0.0000000880            0.6530304536                    4.6436104074
0.0000000882            0.6599698446                    4.6430402667
0.0000000884            0.6667704477                    4.6424563826
0.0000000886            0.6734350387                    4.6418594878
0.0000000888            0.6799663379                    4.6412502932
0.0000000890            0.6863670112                    4.6406294880
0.0000000892            0.6926396710                    4.6399977407
0.0000000894            0.6987868775                    4.6393556991
0.0000000896            0.7048111400                    4.6387039913
0.0000000898            0.7107149172                    4.6380432255
0.0000000900            0.7165006188                    4.6373739913
0.0000000902            0.7221706065                    4.6366968594
0.0000000904            0.7237271943                    4.6360123826
0.0000000906            0.7212526504                    4.6353358745
0.0000000908            0.7148275974                    4.6346820569
0.0000000910            0.7045310455                    4.6340650298
0.0000000912            0.6904404246                    4.6334982447
0.0000000914            0.6766316161                    4.6329944817
0.0000000916            0.6630989838                    4.6325512536
0.0000000918            0.6498370041                    4.6321661551
0.0000000920            0.6368402640                    4.6318368604
0.0000000922            0.6241034587                    4.6315611202
0.0000000924            0.6116213896                    4.6313367601
0.0000000926            0.5993889618                    4.6311616774
0.0000000928            0.5874011825                    4.6310338394
0.0000000930            0.5756531589                    4.6309512808
0.0000000932            0.5641400957                    4.6309121022
0.0000000934            0.5528572938                    4.6309144671
0.0000000936            0.5418001479                    4.6309566008
0.0000000938            0.5309641450                    4.6310367878
0.0000000940            0.5203448621                    4.6311533706
0.0000000942            0.5099379648                    4.6313047470
0.0000000944            0.4997392055                    4.6314893693
0.0000000946            0.4897444214                    4.6317057419
0.0000000948            0.4799495330                    4.6319524199
0.0000000950            0.4703505423                    4.6322280077
0.0000000952            0.4609435315                    4.6325311570
0.0000000954            0.4517246608                    4.6328605656
0.0000000956            0.4426901676                    4.6332149761
0.0000000958            0.4338363643                    4.6335931742
0.0000000960            0.4251596370                    4.6339939874
0.0000000962            0.4166564442                    4.6344162838
0.0000000964            0.4083233154                    4.6348589706
0.0000000966            0.4001568491                    4.6353209932
0.0000000968            0.3921537121                    4.6358013338
0.0000000970            0.3843106378                    4.6362990100
0.0000000972            0.3766244251                    4.6368130744
0.0000000974            0.3690919366                    4.6373426125
0.0000000976            0.3617100978                    4.6378867426
0.0000000978            0.3544758959                    4.6384446142
0.0000000980            0.3473863780                    4.6390154070
0.0000000982            0.3404386504                    4.6395983305
0.0000000984            0.3336298774                    4.6401926222
0.0000000986            0.3269572799                    4.6407975476
0.0000000988            0.3204181343                    4.6414123987
0.0000000990            0.3140097716                    4.6420364933
0.0000000992            0.3077295761                    4.6426691742
0.0000000994            0.3015749846                    4.6433098087
0.0000000996            0.2955434849                    4.6439577873
0.0000000998            0.2896326152                    4.6446125232
