-------------- Solving ODE Using RK34 With Time Adaptivity --------------

Time                    Calculated Values(V1)           Calculated Values(V2)
0.0000000083            1.6333540130                    3.5623871517
0.0000000085            1.6207095322                    3.5797256065
0.0000000087            1.6082232833                    3.5968913813
0.0000000089            1.5958950604                    3.6138842618
0.0000000091            1.5837246184                    3.6307040601
0.0000000093            1.5717116739                    3.6473506142
0.0000000095            1.5598559058                    3.6638237890
0.0000000097            1.5481569561                    3.6801234755
0.0000000099            1.5366144311                    3.6962495916
0.0000000101            1.5240266550                    3.7122040227
0.0000000102            1.5217260443                    3.7146853785
0.0000000103            1.5148520372                    3.7214776923
0.0000000104            1.5071578488                    3.7282431011
0.0000000105            1.4986410121                    3.7349844963
0.0000000105            1.4893004006                    3.7417034142
0.0000000106            1.4791349334                    3.7484013955
0.0000000107            1.4681435732                    3.7550799846
0.0000000108            1.4563253240                    3.7617407276
0.0000000109            1.4436792280                    3.7683851717
0.0000000110            1.4302318935                    3.7750148637
0.0000000110            1.4269113408                    3.7766243919
0.0000000112            1.4020677410                    3.7887159327
0.0000000114            1.3775228598                    3.8007489369
0.0000000116            1.3532635064                    3.8127280862
0.0000000118            1.3292878296                    3.8246525708
0.0000000119            1.3055940034                    3.8365215748
0.0000000121            1.2821802311                    3.8483342756
0.0000000123            1.2590447435                    3.8600898444
0.0000000125            1.2361857968                    3.8717874472
0.0000000127            1.2136016712                    3.8834262458
0.0000000129            1.1912906691                    3.8950053989
0.0000000130            1.1692511136                    3.9065240629
0.0000000132            1.1474813468                    3.9179813927
0.0000000134            1.1259797288                    3.9293765429
0.0000000136            1.1047446355                    3.9407086682
0.0000000138            1.0837744577                    3.9519769248
0.0000000140            1.0630675996                    3.9631804708
0.0000000142            1.0426224779                    3.9743184673
0.0000000144            1.0224375198                    3.9853900790
0.0000000146            1.0025111624                    3.9963944749
0.0000000148            0.9828418516                    4.0073308293
0.0000000150            0.9634280407                    4.0181983223
0.0000000152            0.9442681895                    4.0289961405
0.0000000154            0.9253607634                    4.0397234778
0.0000000156            0.9067042324                    4.0503795358
0.0000000158            0.8882970704                    4.0609635248
0.0000000160            0.8701377539                    4.0714746639
0.0000000162            0.8522247618                    4.0819121820
0.0000000164            0.8345565743                    4.0922753182
0.0000000166            0.8171316721                    4.1025633220
0.0000000168            0.7999485363                    4.1127754545
0.0000000170            0.7830056470                    4.1229109883
0.0000000173            0.7663014833                    4.1329692079
0.0000000175            0.7498345227                    4.1429494108
0.0000000177            0.7336032403                    4.1528509072
0.0000000179            0.7176061086                    4.1626730207
0.0000000181            0.7018415968                    4.1724150888
0.0000000184            0.6863081708                    4.1820764628
0.0000000186            0.6710042924                    4.1916565089
0.0000000188            0.6559284192                    4.2011546076
0.0000000190            0.6410790042                    4.2105701548
0.0000000193            0.6264544957                    4.2199025615
0.0000000195            0.6120533366                    4.2291512546
0.0000000197            0.5978739646                    4.2383156766
0.0000000200            0.5839148117                    4.2473952863
0.0000000202            0.5726677840                    4.2563851036
0.0000000203            0.5706715320                    4.2587032240
0.0000000204            0.5684341025                    4.2621325718
0.0000000205            0.5670670318                    4.2655443820
0.0000000206            0.5665708700                    4.2689376187
0.0000000207            0.5669464557                    4.2723109088
0.0000000207            0.5681946558                    4.2756628764
0.0000000208            0.5703163654                    4.2789921410
0.0000000209            0.5733125090                    4.2822973171
0.0000000210            0.5771245561                    4.2855770275
0.0000000211            0.5781059196                    4.2863749517
0.0000000213            0.5878690469                    4.2942908137
0.0000000215            0.5974858496                    4.3020474840
0.0000000218            0.6069627631                    4.3096509023
0.0000000220            0.6163004438                    4.3171023167
0.0000000222            0.6254995619                    4.3244029922
0.0000000225            0.6345607978                    4.3315542079
0.0000000227            0.6434848425                    4.3385572568
0.0000000230            0.6522723968                    4.3454134453
0.0000000232            0.6609241717                    4.3521240932
0.0000000235            0.6694408879                    4.3586905333
0.0000000238            0.6778232761                    4.3651141111
0.0000000240            0.6860720766                    4.3713961847
0.0000000243            0.6941880393                    4.3775381242
0.0000000245            0.7021719236                    4.3835413120
0.0000000248            0.7100244982                    4.3894071420
0.0000000251            0.7177465412                    4.3951370195
0.0000000253            0.7253388398                    4.4007323611
0.0000000256            0.7328021901                    4.4061945942
0.0000000259            0.7401373974                    4.4115251571
0.0000000262            0.7473452758                    4.4167254981
0.0000000265            0.7544266480                    4.4217970760
0.0000000268            0.7613823456                    4.4267413593
0.0000000270            0.7682132087                    4.4315598262
0.0000000273            0.7749200857                    4.4362539640
0.0000000276            0.7815038337                    4.4408252695
0.0000000279            0.7879653178                    4.4452752481
0.0000000282            0.7943054115                    4.4496054137
0.0000000285            0.8005249963                    4.4538172888
0.0000000289            0.8066249619                    4.4579124039
0.0000000292            0.8126062059                    4.4618922971
0.0000000295            0.8184696337                    4.4657585143
0.0000000298            0.8242161585                    4.4695126088
0.0000000301            0.8287323225                    4.4731574689
0.0000000302            0.8288002577                    4.4735475854
0.0000000303            0.8283631383                    4.4745815672
0.0000000304            0.8270271838                    4.4756105630
0.0000000305            0.8247919112                    4.4766363945
0.0000000306            0.8216568448                    4.4776606837
0.0000000306            0.8176215190                    4.4786850513
0.0000000307            0.8126854775                    4.4797111151
0.0000000308            0.8068482729                    4.4807404888
0.0000000309            0.8001094654                    4.4817747810
0.0000000310            0.7925499597                    4.4828155680
0.0000000311            0.7906714169                    4.4830693957
0.0000000313            0.7734331120                    4.4854376532
0.0000000315            0.7564516620                    4.4878406036
0.0000000317            0.7397138811                    4.4902782600
0.0000000320            0.7232182444                    4.4927490736
0.0000000322            0.7069632180                    4.4952515132
0.0000000324            0.6909472667                    4.4977840639
0.0000000326            0.6751688539                    4.5003452266
0.0000000329            0.6596264407                    4.5029335184
0.0000000331            0.6443184858                    4.5055474723
0.0000000333            0.6292434452                    4.5081856372
0.0000000336            0.6143997718                    4.5108465780
0.0000000338            0.5997859151                    4.5135288751
0.0000000341            0.5854003208                    4.5162311249
0.0000000343            0.5712414306                    4.5189519392
0.0000000346            0.5573076819                    4.5216899457
0.0000000348            0.5435975073                    4.5244437877
0.0000000351            0.5301093348                    4.5272121241
0.0000000353            0.5168415872                    4.5299936293
0.0000000356            0.5037926818                    4.5327869935
0.0000000358            0.4909610306                    4.5355909221
0.0000000361            0.4783450394                    4.5384041365
0.0000000363            0.4659431083                    4.5412253734
0.0000000366            0.4537536312                    4.5440533850
0.0000000369            0.4417749953                    4.5468869394
0.0000000372            0.4300055816                    4.5497248200
0.0000000374            0.4184437641                    4.5525658259
0.0000000377            0.4070879102                    4.5554087719
0.0000000380            0.3959363800                    4.5582524884
0.0000000383            0.3849875267                    4.5610958214
0.0000000385            0.3742396960                    4.5639376327
0.0000000388            0.3636912264                    4.5667767998
0.0000000391            0.3533404490                    4.5696122161
0.0000000394            0.3431856870                    4.5724427906
0.0000000397            0.3332252564                    4.5752674484
0.0000000400            0.3234574650                    4.5780851303
0.0000000403            0.3182857180                    4.5808852921
0.0000000404            0.3186721527                    4.5818989187
0.0000000405            0.3199869273                    4.5827660696
0.0000000406            0.3222111462                    4.5836250551
0.0000000407            0.3253451874                    4.5844744182
0.0000000408            0.3293894882                    4.5853127384
0.0000000409            0.3343445053                    4.5861385896
0.0000000410            0.3402107167                    4.5869505382
0.0000000411            0.3465942326                    4.5877474104
0.0000000411            0.3490532138                    4.5880499983
0.0000000414            0.3639505746                    4.5898500624
0.0000000416            0.3786176864                    4.5915654207
0.0000000418            0.3930637948                    4.5931982114
0.0000000421            0.4072904308                    4.5947496323
0.0000000423            0.4212991294                    4.5962208879
0.0000000425            0.4350914252                    4.5976131891
0.0000000428            0.4486688531                    4.5989277527
0.0000000430            0.4620329479                    4.6001658014
0.0000000433            0.4751852451                    4.6013285639
0.0000000435            0.4881272805                    4.6024172743
0.0000000438            0.5008605907                    4.6034331720
0.0000000440            0.5133867130                    4.6043775019
0.0000000443            0.5257071859                    4.6052515138
0.0000000445            0.5378235487                    4.6060564624
0.0000000448            0.5497373424                    4.6067936072
0.0000000451            0.5614501089                    4.6074642121
0.0000000453            0.5729633921                    4.6080695455
0.0000000456            0.5842787372                    4.6086108798
0.0000000459            0.5953976914                    4.6090894913
0.0000000462            0.6063218036                    4.6095066602
0.0000000464            0.6170526251                    4.6098636703
0.0000000467            0.6275917088                    4.6101618086
0.0000000470            0.6379406104                    4.6104023652
0.0000000473            0.6481008876                    4.6105866333
0.0000000476            0.6580741008                    4.6107159087
0.0000000479            0.6678618129                    4.6107914897
0.0000000481            0.6774655896                    4.6108146771
0.0000000484            0.6868869994                    4.6107867734
0.0000000487            0.6961276136                    4.6107090832
0.0000000490            0.7051890067                    4.6105829125
0.0000000494            0.7140727563                    4.6104095689
0.0000000497            0.7227804433                    4.6101903610
0.0000000500            0.7313136519                    4.6099265982
0.0000000503            0.7353606643                    4.6096303071
0.0000000504            0.7349660275                    4.6095654216
0.0000000505            0.7336284242                    4.6094765578
0.0000000505            0.7313746779                    4.6093914557
0.0000000506            0.7282044607                    4.6093117268
0.0000000507            0.7241175246                    4.6092389874
0.0000000508            0.7191136244                    4.6091748500
0.0000000509            0.7131925170                    4.6091209215
0.0000000510            0.7064376813                    4.6090787754
0.0000000511            0.7047474119                    4.6090704005
0.0000000513            0.6888631901                    4.6090281041
0.0000000515            0.6732233352                    4.6090518931
0.0000000517            0.6578147746                    4.6091400225
0.0000000520            0.6426360066                    4.6092908179
0.0000000522            0.6276855207                    4.6095026205
0.0000000525            0.6129618059                    4.6097737870
0.0000000527            0.5984633500                    4.6101026890
0.0000000529            0.5841886397                    4.6104877136
0.0000000532            0.5701361599                    4.6109272625
0.0000000534            0.5563043937                    4.6114197522
0.0000000537            0.5426918218                    4.6119636141
0.0000000539            0.5292969224                    4.6125572940
0.0000000542            0.5161181711                    4.6131992521
0.0000000544            0.5031540402                    4.6138879629
0.0000000547            0.4904029988                    4.6146219154
0.0000000549            0.4778635123                    4.6153996124
0.0000000552            0.4655340424                    4.6162195710
0.0000000555            0.4534130465                    4.6170803222
0.0000000557            0.4414989781                    4.6179804108
0.0000000560            0.4297902856                    4.6189183958
0.0000000563            0.4182854132                    4.6198928497
0.0000000566            0.4069827997                    4.6209023587
0.0000000568            0.3958808792                    4.6219455231
0.0000000571            0.3849780800                    4.6230209564
0.0000000574            0.3742728251                    4.6241272860
0.0000000577            0.3637635318                    4.6252631529
0.0000000580            0.3534486115                    4.6264272117
0.0000000583            0.3433264696                    4.6276181306
0.0000000585            0.3333955052                    4.6288345912
0.0000000588            0.3236541112                    4.6300752890
0.0000000591            0.3141006739                    4.6313389327
0.0000000594            0.3047335731                    4.6326242449
0.0000000598            0.2955511818                    4.6339299618
0.0000000601            0.2867810607                    4.6352548331
0.0000000601            0.2859686500                    4.6354226525
0.0000000602            0.2846429101                    4.6358297983
0.0000000603            0.2842325207                    4.6362356723
0.0000000604            0.2847374395                    4.6366389297
0.0000000605            0.2861579635                    4.6370381505
0.0000000606            0.2884944056                    4.6374319130
0.0000000607            0.2917470949                    4.6378187919
0.0000000608            0.2959163780                    4.6381973574
0.0000000609            0.3010026198                    4.6385661738
0.0000000610            0.3070062050                    4.6389237984
0.0000000611            0.3136774269                    4.6392689224
0.0000000611            0.3155180097                    4.6393609297
0.0000000613            0.3311164576                    4.6401078584
0.0000000616            0.3464723703                    4.6407844657
0.0000000618            0.3615960354                    4.6413923010
0.0000000620            0.3764891341                    4.6419324919
0.0000000623            0.3911533497                    4.6424061722
0.0000000625            0.4055903633                    4.6428144819
0.0000000627            0.4198018537                    4.6431585669
0.0000000630            0.4337894977                    4.6434395788
0.0000000632            0.4475549707                    4.6436586747
0.0000000635            0.4610999462                    4.6438170172
0.0000000637            0.4744260969                    4.6439157739
0.0000000640            0.4875350939                    4.6439561175
0.0000000642            0.5004286077                    4.6439392255
0.0000000645            0.5131083082                    4.6438662801
0.0000000648            0.5255758644                    4.6437384677
0.0000000650            0.5378329453                    4.6435569793
0.0000000653            0.5498812196                    4.6433230094
0.0000000655            0.5617223561                    4.6430377568
0.0000000658            0.5733580236                    4.6427024236
0.0000000661            0.5847898914                    4.6423182154
0.0000000664            0.5960196293                    4.6418863411
0.0000000666            0.6070489078                    4.6414080123
0.0000000669            0.6178793980                    4.6408844435
0.0000000672            0.6285127722                    4.6403168517
0.0000000675            0.6389507038                    4.6397064562
0.0000000678            0.6491948674                    4.6390544784
0.0000000681            0.6592469391                    4.6383621412
0.0000000684            0.6691085966                    4.6376306695
0.0000000687            0.6787815191                    4.6368612893
0.0000000690            0.6882673881                    4.6360552278
0.0000000693            0.6975678865                    4.6352137127
0.0000000696            0.7066847000                    4.6343379728
0.0000000699            0.7156195160                    4.6334292369
0.0000000702            0.7222758371                    4.6324925819
0.0000000702            0.7225456334                    4.6323784546
0.0000000703            0.7225820013                    4.6320925117
0.0000000704            0.7216995124                    4.6318091770
0.0000000705            0.7198980434                    4.6315300186
0.0000000706            0.7171773809                    4.6312566566
0.0000000707            0.7135373139                    4.6309907088
0.0000000708            0.7089776329                    4.6307337890
0.0000000709            0.7034981302                    4.6304875062
0.0000000710            0.6971001572                    4.6302534630
0.0000000711            0.6929114429                    4.6301166258
0.0000000713            0.6772343730                    4.6296456804
0.0000000715            0.6617972492                    4.6292466155
0.0000000718            0.6465892413                    4.6289174172
0.0000000720            0.6316088495                    4.6286563871
0.0000000722            0.6168545671                    4.6284618420
0.0000000725            0.6023248870                    4.6283321140
0.0000000727            0.5880183013                    4.6282655503
0.0000000729            0.5739333013                    4.6282605130
0.0000000732            0.5600683768                    4.6283153791
0.0000000734            0.5464220160                    4.6284285400
0.0000000737            0.5329927053                    4.6285984019
0.0000000739            0.5197789288                    4.6288233851
0.0000000742            0.5067791682                    4.6291019242
0.0000000744            0.4939919023                    4.6294324679
0.0000000747            0.4814156071                    4.6298134791
0.0000000750            0.4690487553                    4.6302434344
0.0000000752            0.4568898160                    4.6307208242
0.0000000755            0.4449372546                    4.6312441527
0.0000000758            0.4331895325                    4.6318119379
0.0000000760            0.4216451069                    4.6324227110
0.0000000763            0.4103024307                    4.6330750170
0.0000000766            0.3991599521                    4.6337674143
0.0000000769            0.3882161143                    4.6344984746
0.0000000771            0.3774693558                    4.6352667830
0.0000000774            0.3669181095                    4.6360709379
0.0000000777            0.3565608033                    4.6369095510
0.0000000780            0.3463958592                    4.6377812471
0.0000000783            0.3364216937                    4.6386846644
0.0000000786            0.3266367173                    4.6396184542
0.0000000789            0.3170393343                    4.6405812810
0.0000000792            0.3076279432                    4.6415718226
0.0000000795            0.2984009358                    4.6425887699
0.0000000798            0.2893566976                    4.6436308269
0.0000000801            0.2811767636                    4.6446961811
0.0000000801            0.2806128356                    4.6448183966
0.0000000802            0.2797336437                    4.6451450316
0.0000000803            0.2797709779                    4.6454702097
0.0000000804            0.2807248534                    4.6457925731
0.0000000805            0.2825955601                    4.6461106990
0.0000000806            0.2853834037                    4.6464231621
0.0000000807            0.2890887066                    4.6467285332
0.0000000808            0.2937118087                    4.6470253777
0.0000000809            0.2992530689                    4.6473122550
0.0000000810            0.3056998284                    4.6475877163
0.0000000810            0.3079115901                    4.6476745530
0.0000000813            0.3236537405                    4.6482589777
0.0000000815            0.3391514927                    4.6487753256
0.0000000817            0.3544149874                    4.6492250329
0.0000000820            0.3694459305                    4.6496092133
0.0000000822            0.3842460298                    4.6499289866
0.0000000825            0.3988169900                    4.6501854791
0.0000000827            0.4131605136                    4.6503798228
0.0000000829            0.4272783006                    4.6505131554
0.0000000832            0.4411720488                    4.6505866204
0.0000000834            0.4548434545                    4.6506013663
0.0000000837            0.4682942121                    4.6505585472
0.0000000839            0.4815260146                    4.6504593220
0.0000000842            0.4945405539                    4.6503048544
0.0000000844            0.5073395208                    4.6500963129
0.0000000847            0.5199246052                    4.6498348701
0.0000000850            0.5322974964                    4.6495217032
0.0000000852            0.5444598832                    4.6491579932
0.0000000855            0.5564134542                    4.6487449249
0.0000000858            0.5681598979                    4.6482836868
0.0000000860            0.5797009027                    4.6477754708
0.0000000863            0.5910381574                    4.6472214717
0.0000000866            0.6021733512                    4.6466228877
0.0000000869            0.6131081737                    4.6459809193
0.0000000871            0.6238443154                    4.6452967697
0.0000000874            0.6343834676                    4.6445716444
0.0000000877            0.6447273227                    4.6438067509
0.0000000880            0.6548775741                    4.6430032982
0.0000000883            0.6648359169                    4.6421624974
0.0000000886            0.6746040474                    4.6412855604
0.0000000889            0.6841836636                    4.6403737003
0.0000000892            0.6935764654                    4.6394281312
0.0000000895            0.7027841545                    4.6384500674
0.0000000898            0.7118084347                    4.6374407237
0.0000000901            0.7198262674                    4.6364021390
0.0000000902            0.7203510840                    4.6362829043
0.0000000902            0.7211265743                    4.6359636071
0.0000000903            0.7209827522                    4.6356458282
0.0000000904            0.7199196442                    4.6353311280
0.0000000905            0.7179370420                    4.6350211277
0.0000000906            0.7150347392                    4.6347174473
0.0000000907            0.7112125312                    4.6344217040
0.0000000908            0.7064702154                    4.6341355110
0.0000000909            0.7008075900                    4.6338604761
0.0000000910            0.6942517121                    4.6335982005
0.0000000910            0.6925049801                    4.6335332225
0.0000000913            0.6768371779                    4.6329865006
0.0000000915            0.6614112437                    4.6325128383
0.0000000917            0.6462142084                    4.6321100919
0.0000000920            0.6312445742                    4.6317765577
0.0000000922            0.6165008350                    4.6315105472
0.0000000924            0.6019814842                    4.6313103871
0.0000000927            0.5876850150                    4.6311744193
0.0000000929            0.5736099192                    4.6311010006
0.0000000932            0.5597546877                    4.6310885024
0.0000000934            0.5461178097                    4.6311353109
0.0000000937            0.5326977726                    4.6312398269
0.0000000939            0.5194930617                    4.6314004652
0.0000000942            0.5065021598                    4.6316156550
0.0000000944            0.4937235473                    4.6318838397
0.0000000947            0.4811557014                    4.6322034764
0.0000000949            0.4687970963                    4.6325730365
0.0000000952            0.4566462026                    4.6329910047
0.0000000955            0.4447014874                    4.6334558798
0.0000000957            0.4329614139                    4.6339661739
0.0000000960            0.4214244411                    4.6345204128
0.0000000963            0.4100890236                    4.6351171358
0.0000000966            0.3989536116                    4.6357548955
0.0000000968            0.3880166503                    4.6364322578
0.0000000971            0.3772765803                    4.6371478021
0.0000000974            0.3667318368                    4.6379001209
0.0000000977            0.3563808496                    4.6386878199
0.0000000980            0.3462220433                    4.6395095180
0.0000000983            0.3362538366                    4.6403638474
0.0000000986            0.3264746424                    4.6412494533
0.0000000989            0.3168828677                    4.6421649940
0.0000000992            0.3074769133                    4.6431091412
0.0000000995            0.2982551737                    4.6440805793
0.0000000998            0.2892160370                    4.6450780063
0.0000001001            0.2808267496                    4.6460999013
